token,class,count
相当,SSI_low,1
相手,SSI_high,2
相手,SSI_low,0
相手方,SSI_high,0
相手方,SSI_low,1
相談,SSI_high,3
相談,SSI_low,1
省庁,SSI_high,0
省庁,SSI_low,1
看護師,SSI_high,1
看護師,SSI_low,0
真ん中,SSI_high,0
真ん中,SSI_low,1
真剣,SSI_high,0
真剣,SSI_low,1
真正面,SSI_high,0
真正面,SSI_low,1
真逆,SSI_high,0
真逆,SSI_low,1
眠,SSI_high,0
眠,SSI_low,1
眠かっ,SSI_high,0
眠かっ,SSI_low,1
眠たく,SSI_high,1
眠たく,SSI_low,0
眠気,SSI_high,0
眠気,SSI_low,1
眼科,SSI_high,1
眼科,SSI_low,0
着,SSI_high,0
着,SSI_low,1
着任,SSI_high,1
着任,SSI_low,0
着地,SSI_high,1
着地,SSI_low,0
睡眠,SSI_high,0
睡眠,SSI_low,1
睡眠不足,SSI_high,0
睡眠不足,SSI_low,1
睡眠時間,SSI_high,0
睡眠時間,SSI_low,1
矛盾,SSI_high,0
矛盾,SSI_low,1
知ったか,SSI_high,0
知ったか,SSI_low,1
知識,SSI_high,0
知識,SSI_low,1
短い,SSI_high,1
短い,SSI_low,0
短時間,SSI_high,0
短時間,SSI_low,1
研修,SSI_high,6
研修,SSI_low,7
確か,SSI_high,0
確か,SSI_low,1
確保,SSI_high,1
確保,SSI_low,0
確実,SSI_high,1
確実,SSI_low,1
確認,SSI_high,3
確認,SSI_low,5
示唆,SSI_high,1
示唆,SSI_low,0
礼儀,SSI_high,1
礼儀,SSI_low,0
社,SSI_high,4
社,SSI_low,5
社会復帰,SSI_high,1
社会復帰,SSI_low,0
社会的,SSI_high,0
社会的,SSI_low,1
社内,SSI_high,4
社内,SSI_low,43
社員,SSI_high,1
社員,SSI_low,0
社外,SSI_high,0
社外,SSI_low,2
社長,SSI_high,2
社長,SSI_low,1
祖父,SSI_high,1
祖父,SSI_low,0
祝い,SSI_high,2
祝い,SSI_low,1
祝勝,SSI_high,1
祝勝,SSI_low,0
祝日,SSI_high,2
祝日,SSI_low,0
神戸,SSI_high,1
神戸,SSI_low,0
禁止,SSI_high,1
禁止,SSI_low,0
福島,SSI_high,1
福島,SSI_low,0
私,SSI_high,3
私,SSI_low,5
秋,SSI_high,0
秋,SSI_low,3
秋の,SSI_high,0
秋の,SSI_low,1
秋庭,SSI_high,0
秋庭,SSI_low,1
秋晴れ,SSI_high,1
秋晴れ,SSI_low,1
秋風,SSI_high,0
秋風,SSI_low,1
秘密,SSI_high,0
秘密,SSI_low,1
秘訣,SSI_high,0
秘訣,SSI_low,1
称賛,SSI_high,0
称賛,SSI_low,1
移動,SSI_high,6
移動,SSI_low,3
程よい,SSI_high,0
程よい,SSI_low,1
程度,SSI_high,1
程度,SSI_low,3
稼働,SSI_high,0
稼働,SSI_low,2
積極的,SSI_high,0
積極的,SSI_low,1
穏やか,SSI_high,2
穏やか,SSI_low,1
空想,SSI_high,1
空想,SSI_low,0
窓,SSI_high,0
窓,SSI_low,1
立ち,SSI_high,0
立ち,SSI_low,1
立ち飲み屋,SSI_high,1
立ち飲み屋,SSI_low,0
立て続け,SSI_high,1
立て続け,SSI_low,0
立命,SSI_high,1
立命,SSI_low,0
立命館,SSI_high,0
立命館,SSI_low,1
競合,SSI_high,4
競合,SSI_low,1
笑,SSI_high,1
笑,SSI_low,0
等,SSI_high,0
等,SSI_low,16
筋トレ,SSI_high,0
筋トレ,SSI_low,1
管理,SSI_high,1
管理,SSI_low,6
節々,SSI_high,1
節々,SSI_low,0
簡単,SSI_high,0
簡単,SSI_low,2
粗相,SSI_high,0
粗相,SSI_low,1
精一杯,SSI_high,0
精一杯,SSI_low,1
精力的,SSI_high,1
精力的,SSI_low,0
精密,SSI_high,0
精密,SSI_low,1
精神,SSI_high,1
精神,SSI_low,0
精神的,SSI_high,0
精神的,SSI_low,1
糸,SSI_high,0
糸,SSI_low,1
系,SSI_high,0
系,SSI_low,1
約束,SSI_high,1
約束,SSI_low,0
納品,SSI_high,0
納品,SSI_low,2
納得,SSI_high,1
納得,SSI_low,2
納期,SSI_high,1
納期,SSI_low,0
素敵,SSI_high,2
素敵,SSI_low,0
素晴らしい,SSI_high,1
素晴らしい,SSI_low,1
素直,SSI_high,1
素直,SSI_low,2
累積,SSI_high,0
累積,SSI_low,1
細かい,SSI_high,1
細かい,SSI_low,0
紹介,SSI_high,0
紹介,SSI_low,1
終了,SSI_high,2
終了,SSI_low,6
終日,SSI_high,4
終日,SSI_low,2
組,SSI_high,1
組,SSI_low,1
組合,SSI_high,1
組合,SSI_low,0
組織,SSI_high,2
組織,SSI_low,1
経由,SSI_high,1
経由,SSI_low,1
経費,SSI_high,1
経費,SSI_low,0
経過,SSI_high,0
経過,SSI_low,1
経験,SSI_high,0
経験,SSI_low,1
結局,SSI_high,0
結局,SSI_low,5
結果,SSI_high,3
結果,SSI_low,2
結果的,SSI_high,1
結果的,SSI_low,0
結論,SSI_high,0
結論,SSI_low,1
絡み,SSI_high,1
絡み,SSI_low,0
絵,SSI_high,1
絵,SSI_low,0
絶,SSI_high,0
絶,SSI_low,1
絶大,SSI_high,1
絶大,SSI_low,0
絶対,SSI_high,0
絶対,SSI_low,1
継続,SSI_high,0
継続,SSI_low,2
続き,SSI_high,1
続き,SSI_low,1
綺麗,SSI_high,1
綺麗,SSI_low,0
緊張,SSI_high,1
緊張,SSI_low,1
緊張感,SSI_high,0
緊張感,SSI_low,2
総務,SSI_high,1
総務,SSI_low,0
締,SSI_high,1
締,SSI_low,0
編,SSI_high,1
編,SSI_low,0
編集,SSI_high,1
編集,SSI_low,1
緩和,SSI_high,1
緩和,SSI_low,0
練習,SSI_high,1
練習,SSI_low,1
縁,SSI_high,1
縁,SSI_low,0
繁忙,SSI_high,0
繁忙,SSI_low,1
罹患,SSI_high,0
罹患,SSI_low,1
美味しい,SSI_high,3
美味しい,SSI_low,2
美味しかっ,SSI_high,4
美味しかっ,SSI_low,1
美容院,SSI_high,1
美容院,SSI_low,0
翌日,SSI_high,3
翌日,SSI_low,1
翌週,SSI_high,0
翌週,SSI_low,1
習慣,SSI_high,1
習慣,SSI_low,1
考え,SSI_high,1
考え,SSI_low,0
者,SSI_high,1
者,SSI_low,1
耳,SSI_high,0
耳,SSI_low,2
聖地,SSI_high,0
聖地,SSI_low,1
職人,SSI_high,1
職人,SSI_low,0
肉,SSI_high,0
肉,SSI_low,1
肩こり,SSI_high,1
肩こり,SSI_low,0
肩上,SSI_high,1
肩上,SSI_low,0
育成,SSI_high,2
育成,SSI_low,1
胸糞,SSI_high,1
胸糞,SSI_low,0
能力,SSI_high,0
能力,SSI_low,2
脂,SSI_high,0
脂,SSI_low,1
脆弱,SSI_high,0
脆弱,SSI_low,1
脱却,SSI_high,0
脱却,SSI_low,1
脳みそ,SSI_high,0
脳みそ,SSI_low,1
腰折れ,SSI_high,0
腰折れ,SSI_low,1
腹囲,SSI_high,0
腹囲,SSI_low,1
自主,SSI_high,0
自主,SSI_low,2
自体,SSI_high,0
自体,SSI_low,3
自信,SSI_high,0
自信,SSI_low,1
自分,SSI_high,6
自分,SSI_low,26
自分事,SSI_high,1
自分事,SSI_low,0
自分自身,SSI_high,0
自分自身,SSI_low,2
自問自答,SSI_high,0
自問自答,SSI_low,1
自宅,SSI_high,3
自宅,SSI_low,1
自己,SSI_high,0
自己,SSI_low,1
自己嫌悪,SSI_high,1
自己嫌悪,SSI_low,1
自浄能力,SSI_high,0
自浄能力,SSI_low,1
自由,SSI_high,0
自由,SSI_low,1
自覚,SSI_high,1
自覚,SSI_low,0
自身,SSI_high,0
自身,SSI_low,1
船山,SSI_high,1
船山,SSI_low,0
船谷,SSI_high,2
船谷,SSI_low,0
良い,SSI_high,4
良い,SSI_low,15
良かっ,SSI_high,3
良かっ,SSI_low,4
良き,SSI_high,1
良き,SSI_low,0
良く,SSI_high,2
良く,SSI_low,3
良さ,SSI_high,0
良さ,SSI_low,1
色々,SSI_high,1
色々,SSI_low,2
花,SSI_high,1
花,SSI_low,0
花屋,SSI_high,1
花屋,SSI_low,0
芸,SSI_high,1
芸,SSI_low,0
若い,SSI_high,0
若い,SSI_low,2
若い人,SSI_high,1
若い人,SSI_low,0
若く,SSI_high,0
若く,SSI_low,1
若干,SSI_high,1
若干,SSI_low,2
若手,SSI_high,0
若手,SSI_low,1
苦労,SSI_high,0
苦労,SSI_low,1
苦手,SSI_high,0
苦手,SSI_low,1
英傑,SSI_high,0
英傑,SSI_low,1
茅ヶ崎,SSI_high,0
茅ヶ崎,SSI_low,1
荒く,SSI_high,0
荒く,SSI_low,2
荒堀,SSI_high,1
荒堀,SSI_low,0
著名,SSI_high,1
著名,SSI_low,0
蒸し暑,SSI_high,0
蒸し暑,SSI_low,1
蒸し暑い,SSI_high,0
蒸し暑い,SSI_low,2
蓄積,SSI_high,1
蓄積,SSI_low,0
薄い,SSI_high,0
薄い,SSI_low,1
血圧,SSI_high,0
血圧,SSI_low,1
行,SSI_high,0
行,SSI_low,1
行動,SSI_high,1
行動,SSI_low,0
行為,SSI_high,1
行為,SSI_low,0
術後,SSI_high,0
術後,SSI_low,1
街,SSI_high,1
街,SSI_low,0
衣装,SSI_high,0
衣装,SSI_low,1
表,SSI_high,0
表,SSI_low,1
表示,SSI_high,0
表示,SSI_low,1
裁量労働,SSI_high,1
裁量労働,SSI_low,0
複数,SSI_high,1
複数,SSI_low,1
要因,SSI_high,1
要因,SSI_low,1
要素,SSI_high,1
要素,SSI_low,1
見づらい,SSI_high,0
見づらい,SSI_low,1
見にくい,SSI_high,1
見にくい,SSI_low,0
見事,SSI_high,1
見事,SSI_low,0
見積,SSI_high,0
見積,SSI_low,1
見送り,SSI_high,1
見送り,SSI_low,0
見通し,SSI_high,0
見通し,SSI_low,2
規模,SSI_high,1
規模,SSI_low,0
視野,SSI_high,0
視野,SSI_low,1
親,SSI_high,0
親,SSI_low,1
親孝行,SSI_high,1
親孝行,SSI_low,0
親族,SSI_high,1
親族,SSI_low,0
解決,SSI_high,0
解決,SSI_low,2
解消,SSI_high,0
解消,SSI_low,1
解釈,SSI_high,1
解釈,SSI_low,1
言い分,SSI_high,0
言い分,SSI_low,1
言い訳,SSI_high,0
言い訳,SSI_low,1
言葉,SSI_high,0
言葉,SSI_low,2
言語化,SSI_high,0
言語化,SSI_low,1
言語道断,SSI_high,0
言語道断,SSI_low,1
計算,SSI_high,0
計算,SSI_low,1
記入,SSI_high,2
記入,SSI_low,1
記載,SSI_high,0
記載,SSI_low,2
訪問,SSI_high,1
訪問,SSI_low,0
設定,SSI_high,0
設定,SSI_low,2
訳,SSI_high,0
訳,SSI_low,1
評価,SSI_high,0
評価,SSI_low,3
試合,SSI_high,1
試合,SSI_low,0
試着,SSI_high,1
試着,SSI_low,0
試練,SSI_high,0
試練,SSI_low,1
詰め,SSI_high,1
詰め,SSI_low,0
話,SSI_high,2
話,SSI_low,10
認識,SSI_high,3
認識,SSI_low,0
誕生,SSI_high,1
誕生,SSI_low,0
誕生日,SSI_high,3
誕生日,SSI_low,0
誘い,SSI_high,1
誘い,SSI_low,0
説明,SSI_high,1
説明,SSI_low,0
読者,SSI_high,1
読者,SSI_low,0
誰,SSI_high,0
誰,SSI_low,1
誰か,SSI_high,0
誰か,SSI_low,2
課題,SSI_high,2
課題,SSI_low,0
調べ,SSI_high,1
調べ,SSI_low,0
調子,SSI_high,1
調子,SSI_low,1
調整,SSI_high,1
調整,SSI_low,2
調査,SSI_high,2
調査,SSI_low,1
論文,SSI_high,1
論文,SSI_low,0
諸々,SSI_high,0
諸々,SSI_low,2
謎,SSI_high,0
謎,SSI_low,1
講師,SSI_high,1
講師,SSI_low,0
謝罪,SSI_high,0
謝罪,SSI_low,2
警戒,SSI_high,2
警戒,SSI_low,0
議論,SSI_high,0
議論,SSI_low,1
議題,SSI_high,0
議題,SSI_low,1
谷口,SSI_high,0
谷口,SSI_low,1
貢献,SSI_high,1
貢献,SSI_low,2
買い物,SSI_high,0
買い物,SSI_low,2
資料,SSI_high,3
資料,SSI_low,13
資産運用,SSI_high,1
資産運用,SSI_low,0
質疑応答,SSI_high,1
質疑応答,SSI_low,0
購入,SSI_high,1
購入,SSI_low,0
赤ちょうちん,SSI_high,1
赤ちょうちん,SSI_low,0
赤井,SSI_high,0
赤井,SSI_low,1
赤坂,SSI_high,0
赤坂,SSI_low,1
起動,SSI_high,0
起動,SSI_low,1
起因,SSI_high,0
起因,SSI_low,1
起床,SSI_high,1
起床,SSI_low,1
足かせ,SSI_high,0
足かせ,SSI_low,1
足元,SSI_high,0
足元,SSI_low,1
距離,SSI_high,1
距離,SSI_low,0
身,SSI_high,0
身,SSI_low,1
身の毛,SSI_high,0
身の毛,SSI_low,1
車,SSI_high,1
車,SSI_low,1
車中,SSI_high,1
車中,SSI_low,0
転倒,SSI_high,0
転倒,SSI_low,1
軽く,SSI_high,0
軽く,SSI_low,1
辛,SSI_high,0
辛,SSI_low,1
辛い,SSI_high,0
辛い,SSI_low,1
辛かっ,SSI_high,0
辛かっ,SSI_low,1
辛く,SSI_high,1
辛く,SSI_low,0
辟易,SSI_high,0
辟易,SSI_low,2
近く,SSI_high,4
近く,SSI_low,1
近所,SSI_high,1
近所,SSI_low,0
返事,SSI_high,0
返事,SSI_low,1
迷惑,SSI_high,1
迷惑,SSI_low,0
追求,SSI_high,0
追求,SSI_low,1
退屈,SSI_high,0
退屈,SSI_low,1
退社,SSI_high,0
退社,SSI_low,2
送り先,SSI_high,1
送り先,SSI_low,0
送別,SSI_high,0
送別,SSI_low,1
送別会,SSI_high,1
送別会,SSI_low,0
逃げ場,SSI_high,1
逃げ場,SSI_low,0
逆,SSI_high,1
逆,SSI_low,3
逆算,SSI_high,0
逆算,SSI_low,1
途中,SSI_high,1
途中,SSI_low,0
通り,SSI_high,1
通り,SSI_low,3
通勤,SSI_high,0
通勤,SSI_low,1
通常,SSI_high,0
通常,SSI_low,2
通説,SSI_high,0
通説,SSI_low,1
連休,SSI_high,3
連休,SSI_low,4
連休あけ,SSI_high,1
連休あけ,SSI_low,0
連休明け,SSI_high,3
連休明け,SSI_low,6
連携,SSI_high,1
連携,SSI_low,0
連絡,SSI_high,2
連絡,SSI_low,4
連続,SSI_high,0
連続,SSI_low,1
逮捕,SSI_high,1
逮捕,SSI_low,0
週,SSI_high,0
週,SSI_low,4
週休,SSI_high,0
週休,SSI_low,1
週明け,SSI_high,0
週明け,SSI_low,6
週末,SSI_high,3
週末,SSI_low,3
週間,SSI_high,0
週間,SSI_low,2
進め方,SSI_high,0
進め方,SSI_low,1
進化,SSI_high,0
進化,SSI_low,2
進捗,SSI_high,2
進捗,SSI_low,1
進歩,SSI_high,0
進歩,SSI_low,1
進行,SSI_high,2
進行,SSI_low,1
進行中,SSI_high,0
進行中,SSI_low,1
遅く,SSI_high,1
遅く,SSI_low,3
遅れ,SSI_high,0
遅れ,SSI_low,1
遅延,SSI_high,0
遅延,SSI_low,1
運休,SSI_high,0
運休,SSI_low,1
運動,SSI_high,0
運動,SSI_low,1
運転,SSI_high,0
運転,SSI_low,1
過ぎ,SSI_high,1
過ぎ,SSI_low,0
過労,SSI_high,0
過労,SSI_low,1
過去,SSI_high,0
過去,SSI_low,1
過密,SSI_high,0
過密,SSI_low,1
達,SSI_high,1
達,SSI_low,1
違い,SSI_high,1
違い,SSI_low,1
違和感,SSI_high,1
違和感,SSI_low,0
遠い,SSI_high,0
遠い,SSI_low,1
遠方,SSI_high,0
遠方,SSI_low,2
選定,SSI_high,1
選定,SSI_low,1
邪魔,SSI_high,1
邪魔,SSI_low,0
部,SSI_high,0
部,SSI_low,1
部下,SSI_high,1
部下,SSI_low,0
部会,SSI_high,0
部会,SSI_low,11
部屋,SSI_high,0
部屋,SSI_low,1
部署,SSI_high,3
部署,SSI_low,3
部長,SSI_high,6
部長,SSI_low,5
部門,SSI_high,3
部門,SSI_low,2
都,SSI_high,1
都,SSI_low,0
都倉,SSI_high,3
都倉,SSI_low,0
都合,SSI_high,0
都合,SSI_low,1
配下,SSI_high,1
配下,SSI_low,0
配信,SSI_high,1
配信,SSI_low,0
配属,SSI_high,2
配属,SSI_low,0
配慮,SSI_high,1
配慮,SSI_low,0
酒,SSI_high,1
酒,SSI_low,1
酒造,SSI_high,1
酒造,SSI_low,0
重,SSI_high,0
重,SSI_low,1
重々,SSI_high,0
重々,SSI_low,1
重たく,SSI_high,1
重たく,SSI_low,0
重心,SSI_high,0
重心,SSI_low,1
重点,SSI_high,1
重点,SSI_low,0
重箱の隅をつつく,SSI_high,0
重箱の隅をつつく,SSI_low,1
重要,SSI_high,1
重要,SSI_low,3
野口,SSI_high,0
野口,SSI_low,1
量,SSI_high,0
量,SSI_low,2
金井,SSI_high,0
金井,SSI_low,1
金坂,SSI_high,0
金坂,SSI_low,1
金曜日,SSI_high,0
金曜日,SSI_low,3
金沢,SSI_high,0
金沢,SSI_low,1
金田,SSI_high,0
金田,SSI_low,2
針,SSI_high,0
針,SSI_low,1
鈍化,SSI_high,0
鈍化,SSI_low,1
銀行,SSI_high,0
銀行,SSI_low,1
銭湯,SSI_high,1
銭湯,SSI_low,0
長,SSI_high,3
長,SSI_low,1
長い,SSI_high,0
長い,SSI_low,3
長く,SSI_high,1
長く,SSI_low,0
長さ,SSI_high,1
長さ,SSI_low,0
長女,SSI_high,0
長女,SSI_low,1
長崎,SSI_high,1
長崎,SSI_low,0
長旅,SSI_high,1
長旅,SSI_low,0
長時間,SSI_high,0
長時間,SSI_low,1
長期,SSI_high,1
長期,SSI_low,0
長距離,SSI_high,1
長距離,SSI_low,0
長風呂,SSI_high,0
長風呂,SSI_low,1
開拓,SSI_high,0
開拓,SSI_low,1
開発プロジェクト,SSI_high,0
開発プロジェクト,SSI_low,1
開示,SSI_high,0
開示,SSI_low,1
間,SSI_high,3
間,SSI_low,8
間近,SSI_high,1
間近,SSI_low,0
関係,SSI_high,1
関係,SSI_low,2
関心,SSI_high,1
関心,SSI_low,0
関東,SSI_high,0
関東,SSI_low,2
関西,SSI_high,5
関西,SSI_low,2
関西人,SSI_high,0
関西人,SSI_low,1
関西地方,SSI_high,0
関西地方,SSI_low,1
関連,SSI_high,0
関連,SSI_low,1
阪,SSI_high,0
阪,SSI_low,1
阪神,SSI_high,0
阪神,SSI_low,1
限界,SSI_high,0
限界,SSI_low,2
陰性,SSI_high,0
陰性,SSI_low,1
陽性,SSI_high,0
陽性,SSI_low,1
隔離,SSI_high,0
隔離,SSI_low,1
隙間,SSI_high,1
隙間,SSI_low,1
際,SSI_high,0
際,SSI_low,1
集中,SSI_high,2
集中,SSI_low,2
集中力,SSI_high,2
集中力,SSI_low,0
集中豪雨,SSI_high,0
集中豪雨,SSI_low,1
集大成,SSI_high,1
集大成,SSI_low,0
雑,SSI_high,0
雑,SSI_low,1
雑務,SSI_high,1
雑務,SSI_low,0
雑談,SSI_high,2
雑談,SSI_low,1
離任,SSI_high,0
離任,SSI_low,1
難し,SSI_high,0
難し,SSI_low,1
難しい,SSI_high,0
難しい,SSI_low,4
雨,SSI_high,3
雨,SSI_low,5
雨音,SSI_high,0
雨音,SSI_low,1
雰囲気,SSI_high,1
雰囲気,SSI_low,2
雷鳴,SSI_high,0
雷鳴,SSI_low,1
電話,SSI_high,0
電話,SSI_low,3
電車,SSI_high,0
電車,SSI_low,2
電通,SSI_high,1
電通,SSI_low,0
非常,SSI_high,2
非常,SSI_low,5
面,SSI_high,0
面,SSI_low,1
面倒,SSI_high,0
面倒,SSI_low,1
面接,SSI_high,1
面接,SSI_low,1
面接官,SSI_high,1
面接官,SSI_low,0
面白かっ,SSI_high,0
面白かっ,SSI_low,1
面白く,SSI_high,0
面白く,SSI_low,1
面談,SSI_high,3
面談,SSI_low,3
靴,SSI_high,0
靴,SSI_low,1
音,SSI_high,0
音,SSI_low,1
音色,SSI_high,0
音色,SSI_low,1
順調,SSI_high,2
順調,SSI_low,6
頭,SSI_high,1
頭,SSI_low,7
頭の回転,SSI_high,0
頭の回転,SSI_low,1
頼り,SSI_high,1
頼り,SSI_low,0
顔,SSI_high,0
顔,SSI_low,3
風,SSI_high,0
風,SSI_low,3
風呂,SSI_high,0
風呂,SSI_low,1
風情,SSI_high,0
風情,SSI_low,1
風邪,SSI_high,1
風邪,SSI_low,1
食,SSI_high,0
食,SSI_low,1
食べに,SSI_high,0
食べに,SSI_low,2
食事,SSI_high,1
食事,SSI_low,2
食欲,SSI_high,0
食欲,SSI_low,1
食生活,SSI_high,1
食生活,SSI_low,0
飯,SSI_high,0
飯,SSI_low,1
飯島,SSI_high,0
飯島,SSI_low,1
飲み会,SSI_high,2
飲み会,SSI_low,0
餃子,SSI_high,0
餃子,SSI_low,1
首,SSI_high,0
首,SSI_low,1
香盤,SSI_high,0
香盤,SSI_low,1
駅,SSI_high,1
駅,SSI_low,0
驚き,SSI_high,1
驚き,SSI_low,0
高,SSI_high,1
高,SSI_low,0
高い,SSI_high,0
高い,SSI_low,3
高かっ,SSI_high,0
高かっ,SSI_low,2
高く,SSI_high,1
高く,SSI_low,1
高槻,SSI_high,0
高槻,SSI_low,1
高熱,SSI_high,0
高熱,SSI_low,1
高関,SSI_high,0
高関,SSI_low,1
鬱蒼,SSI_high,0
鬱蒼,SSI_low,1
鳳,SSI_high,1
鳳,SSI_low,0
黒字,SSI_high,1
黒字,SSI_low,0
鼻息,SSI_high,0
鼻息,SSI_low,1
鼻血,SSI_high,0
鼻血,SSI_low,1
