token,class,count
ベスト,SSI_high,0
ベスト,SSI_low,1
ベンチャー,SSI_high,0
ベンチャー,SSI_low,1
ベース,SSI_high,1
ベース,SSI_low,1
ホテル,SSI_high,1
ホテル,SSI_low,0
ボケ,SSI_high,0
ボケ,SSI_low,1
ボタン,SSI_high,0
ボタン,SSI_low,1
ボブ,SSI_high,1
ボブ,SSI_low,0
ボマ,SSI_high,0
ボマ,SSI_low,1
ボード,SSI_high,0
ボード,SSI_low,1
ポジ,SSI_high,0
ポジ,SSI_low,1
ポジション,SSI_high,0
ポジション,SSI_low,1
ポートフォリオ,SSI_high,0
ポートフォリオ,SSI_low,1
マシ,SSI_high,0
マシ,SSI_low,1
マス,SSI_high,1
マス,SSI_low,0
マスク,SSI_high,0
マスク,SSI_low,1
マッサージ,SSI_high,1
マッサージ,SSI_low,0
マッチ,SSI_high,0
マッチ,SSI_low,1
マット,SSI_high,0
マット,SSI_low,1
マットレス,SSI_high,0
マットレス,SSI_low,1
マナー,SSI_high,0
マナー,SSI_low,1
マネジメント,SSI_high,0
マネジメント,SSI_low,3
マルエス,SSI_high,1
マルエス,SSI_low,0
マルホ,SSI_high,0
マルホ,SSI_low,2
マンガ,SSI_high,1
マンガ,SSI_low,0
マーケット,SSI_high,2
マーケット,SSI_low,0
マーケティング,SSI_high,2
マーケティング,SSI_low,0
ミキハウス,SSI_high,0
ミキハウス,SSI_low,1
ミス,SSI_high,1
ミス,SSI_low,1
ミドル,SSI_high,0
ミドル,SSI_low,1
ミーティング,SSI_high,3
ミーティング,SSI_low,5
メイクワンツー,SSI_high,1
メイクワンツー,SSI_low,0
メガネ,SSI_high,1
メガネ,SSI_low,0
メッセージ,SSI_high,0
メッセージ,SSI_low,1
メディア,SSI_high,1
メディア,SSI_low,0
メモ,SSI_high,1
メモ,SSI_low,0
メリハリ,SSI_high,0
メリハリ,SSI_low,3
メンタルダウン,SSI_high,0
メンタルダウン,SSI_low,1
メンバー,SSI_high,11
メンバー,SSI_low,8
メール,SSI_high,3
メール,SSI_low,2
モチベーション,SSI_high,0
モチベーション,SSI_low,3
モニタ,SSI_high,1
モニタ,SSI_low,0
モバイル,SSI_high,1
モバイル,SSI_low,0
モード,SSI_high,0
モード,SSI_low,2
ヤツ,SSI_high,0
ヤツ,SSI_low,2
ヤル気,SSI_high,1
ヤル気,SSI_low,0
ラウンド,SSI_high,1
ラウンド,SSI_low,1
ラスト,SSI_high,2
ラスト,SSI_low,0
ラッシュ,SSI_high,0
ラッシュ,SSI_low,1
ランキング,SSI_high,0
ランキング,SSI_low,1
ランチ,SSI_high,3
ランチ,SSI_low,6
ランニング,SSI_high,2
ランニング,SSI_low,0
ラーニング,SSI_high,1
ラーニング,SSI_low,0
ラーメン,SSI_high,1
ラーメン,SSI_low,2
リアル,SSI_high,1
リアル,SSI_low,4
リカバリー,SSI_high,1
リカバリー,SSI_low,0
リスキニング,SSI_high,0
リスキニング,SSI_low,1
リスキリング,SSI_high,1
リスキリング,SSI_low,0
リスク,SSI_high,0
リスク,SSI_low,1
リスケ,SSI_high,1
リスケ,SSI_low,1
リハビリ,SSI_high,1
リハビリ,SSI_low,0
リビング,SSI_high,0
リビング,SSI_low,1
リファラル採用,SSI_high,1
リファラル採用,SSI_low,0
リフレッシュ,SSI_high,3
リフレッシュ,SSI_low,2
リブランディングプロジェクト,SSI_high,0
リブランディングプロジェクト,SSI_low,1
リプレース,SSI_high,1
リプレース,SSI_low,0
リベラルアーツ,SSI_high,0
リベラルアーツ,SSI_low,1
リモート,SSI_high,6
リモート,SSI_low,4
リモートワーク,SSI_high,1
リモートワーク,SSI_low,0
リュック,SSI_high,0
リュック,SSI_low,1
リラックス,SSI_high,2
リラックス,SSI_low,0
リーダー,SSI_high,0
リーダー,SSI_low,1
リード,SSI_high,0
リード,SSI_low,1
ルーティン,SSI_high,1
ルーティン,SSI_low,0
ルーム,SSI_high,2
ルーム,SSI_low,0
レギュラー番組,SSI_high,1
レギュラー番組,SSI_low,0
レス,SSI_high,0
レス,SSI_low,1
レッスン,SSI_high,0
レッスン,SSI_low,1
レビュー,SSI_high,0
レビュー,SSI_low,1
レベル,SSI_high,0
レベル,SSI_low,2
レポート,SSI_high,0
レポート,SSI_low,1
レンチン,SSI_high,0
レンチン,SSI_low,1
ロケ,SSI_high,1
ロケ,SSI_low,0
ロゴ,SSI_high,0
ロゴ,SSI_low,1
ローカル,SSI_high,0
ローカル,SSI_low,1
ワイン,SSI_high,1
ワイン,SSI_low,0
ワクチン,SSI_high,1
ワクチン,SSI_low,0
ワーク,SSI_high,0
ワーク,SSI_low,2
ワークショップ,SSI_high,0
ワークショップ,SSI_low,2
ヵ月,SSI_high,1
ヵ月,SSI_low,2
ヶ月,SSI_high,0
ヶ月,SSI_low,3
ー,SSI_high,2
ー,SSI_low,1
一,SSI_high,5
一,SSI_low,13
一つ,SSI_high,1
一つ,SSI_low,2
一人,SSI_high,2
一人,SSI_low,3
一切,SSI_high,0
一切,SSI_low,1
一刻,SSI_high,0
一刻,SSI_low,1
一変,SSI_high,0
一変,SSI_low,1
一夜,SSI_high,0
一夜,SSI_low,1
一年,SSI_high,0
一年,SSI_low,1
一新,SSI_high,0
一新,SSI_low,1
一方,SSI_high,0
一方,SSI_low,1
一方通行,SSI_high,0
一方通行,SSI_low,1
一日,SSI_high,6
一日,SSI_low,14
一日中,SSI_high,1
一日中,SSI_low,0
一昨日,SSI_high,1
一昨日,SSI_low,0
一晩,SSI_high,0
一晩,SSI_low,1
一流,SSI_high,0
一流,SSI_low,1
一献,SSI_high,0
一献,SSI_low,2
一生懸命,SSI_high,1
一生懸命,SSI_low,0
一番,SSI_high,0
一番,SSI_low,3
一緒,SSI_high,1
一緒,SSI_low,1
一緒に,SSI_high,0
一緒に,SSI_low,2
一致,SSI_high,1
一致,SSI_low,0
一致団結,SSI_high,2
一致団結,SSI_low,0
一週間,SSI_high,1
一週間,SSI_low,0
一過性,SSI_high,0
一過性,SSI_low,1
万全,SSI_high,0
万全,SSI_low,1
三原,SSI_high,0
三原,SSI_low,1
三宮,SSI_high,0
三宮,SSI_low,1
三昧,SSI_high,0
三昧,SSI_low,2
三連休,SSI_high,0
三連休,SSI_low,2
上,SSI_high,0
上,SSI_low,2
上位,SSI_high,1
上位,SSI_low,0
上半期,SSI_high,1
上半期,SSI_low,1
上司,SSI_high,1
上司,SSI_low,3
上層部,SSI_high,0
上層部,SSI_low,1
上手く,SSI_high,0
上手く,SSI_low,3
上書き,SSI_high,0
上書き,SSI_low,1
上期,SSI_high,1
上期,SSI_low,2
上申,SSI_high,0
上申,SSI_low,1
下世話,SSI_high,0
下世話,SSI_low,1
下半期,SSI_high,1
下半期,SSI_low,0
下品,SSI_high,0
下品,SSI_low,1
下山,SSI_high,1
下山,SSI_low,0
下旬,SSI_high,0
下旬,SSI_low,1
下期,SSI_high,3
下期,SSI_low,7
下見,SSI_high,1
下見,SSI_low,0
不便,SSI_high,1
不便,SSI_low,0
不安,SSI_high,1
不安,SSI_low,2
不安定,SSI_high,0
不安定,SSI_low,1
不思議,SSI_high,0
不思議,SSI_low,2
不格好,SSI_high,0
不格好,SSI_low,1
不機嫌,SSI_high,0
不機嫌,SSI_low,1
不毛,SSI_high,0
不毛,SSI_low,1
不義理,SSI_high,0
不義理,SSI_low,1
不自由,SSI_high,1
不自由,SSI_low,0
不調,SSI_high,0
不調,SSI_low,3
不足,SSI_high,0
不足,SSI_low,1
世の中,SSI_high,0
世の中,SSI_low,2
世界,SSI_high,1
世界,SSI_low,1
両親,SSI_high,1
両親,SSI_low,0
並行,SSI_high,0
並行,SSI_low,1
中,SSI_high,7
中,SSI_low,9
中和,SSI_high,1
中和,SSI_low,0
中堅,SSI_high,1
中堅,SSI_low,0
中川,SSI_high,1
中川,SSI_low,0
中秋の名月,SSI_high,1
中秋の名月,SSI_low,0
中華,SSI_high,2
中華,SSI_low,0
中身,SSI_high,0
中身,SSI_low,2
中長期,SSI_high,1
中長期,SSI_low,0
中間決算,SSI_high,1
中間決算,SSI_low,0
丹下,SSI_high,0
丹下,SSI_low,1
主人,SSI_high,1
主人,SSI_low,0
主催,SSI_high,1
主催,SSI_low,0
主力,SSI_high,0
主力,SSI_low,1
主張,SSI_high,0
主張,SSI_low,1
主義,SSI_high,0
主義,SSI_low,1
久々,SSI_high,6
久々,SSI_low,9
久しぶり,SSI_high,9
久しぶり,SSI_low,11
乗り継ぎ,SSI_high,0
乗り継ぎ,SSI_low,1
乗客,SSI_high,0
乗客,SSI_low,1
予定,SSI_high,6
予定,SSI_low,6
予想,SSI_high,1
予想,SSI_low,3
予想外,SSI_high,1
予想外,SSI_low,0
予感,SSI_high,1
予感,SSI_low,0
予算,SSI_high,3
予算,SSI_low,1
予約,SSI_high,1
予約,SSI_low,2
争奪,SSI_high,1
争奪,SSI_low,0
事,SSI_high,3
事,SSI_low,5
事務作業,SSI_high,2
事務作業,SSI_low,0
事実,SSI_high,1
事実,SSI_low,0
事情,SSI_high,1
事情,SSI_low,1
事態,SSI_high,1
事態,SSI_low,0
事故対応,SSI_high,1
事故対応,SSI_low,0
事業,SSI_high,0
事業,SSI_low,1
事項,SSI_high,1
事項,SSI_low,2
二,SSI_high,0
二,SSI_low,1
二人,SSI_high,0
二人,SSI_low,1
二子,SSI_high,0
二子,SSI_low,1
二日酔い,SSI_high,1
二日酔い,SSI_low,0
五分五分,SSI_high,0
五分五分,SSI_low,1
五輪,SSI_high,1
五輪,SSI_low,0
交換,SSI_high,2
交換,SSI_low,1
交流,SSI_high,1
交流,SSI_low,0
交渉,SSI_high,0
交渉,SSI_low,1
交通費,SSI_high,1
交通費,SSI_low,0
京都,SSI_high,2
京都,SSI_low,1
京都銀行,SSI_high,0
京都銀行,SSI_low,1
人,SSI_high,6
人,SSI_low,10
人事,SSI_high,1
人事,SSI_low,1
人付き合い,SSI_high,0
人付き合い,SSI_low,1
人員不足,SSI_high,0
人員不足,SSI_low,1
人種,SSI_high,0
人種,SSI_low,1
人間,SSI_high,0
人間,SSI_low,2
今,SSI_high,3
今,SSI_low,6
今入,SSI_high,0
今入,SSI_low,1
今回,SSI_high,1
今回,SSI_low,1
今城,SSI_high,1
今城,SSI_low,0
今年,SSI_high,0
今年,SSI_low,1
今年度,SSI_high,1
今年度,SSI_low,0
今後,SSI_high,4
今後,SSI_low,6
今日,SSI_high,27
今日,SSI_low,51
今日この頃,SSI_high,1
今日この頃,SSI_low,1
今日は雨,SSI_high,0
今日は雨,SSI_low,1
今朝,SSI_high,1
今朝,SSI_low,2
今週,SSI_high,6
今週,SSI_low,5
仔犬,SSI_high,1
仔犬,SSI_low,0
仕上がり,SSI_high,0
仕上がり,SSI_low,1
仕事,SSI_high,26
仕事,SSI_low,33
仕方,SSI_high,1
仕方,SSI_low,1
仕方がない,SSI_high,0
仕方がない,SSI_low,1
仕込み,SSI_high,1
仕込み,SSI_low,0
他,SSI_high,0
他,SSI_low,5
付,SSI_high,0
付,SSI_low,1
付き,SSI_high,1
付き,SSI_low,0
代わり,SSI_high,0
代わり,SSI_low,1
代理店,SSI_high,1
代理店,SSI_low,0
以上,SSI_high,0
以上,SSI_low,4
以外,SSI_high,3
以外,SSI_low,2
以来,SSI_high,0
以来,SSI_low,1
以降,SSI_high,2
以降,SSI_low,1
仮,SSI_high,1
仮,SSI_low,0
仲間,SSI_high,1
仲間,SSI_low,2
仲間たち,SSI_high,0
仲間たち,SSI_low,1
件,SSI_high,3
件,SSI_low,0
企画,SSI_high,2
企画,SSI_low,2
企画書,SSI_high,0
企画書,SSI_low,1
伊勢志摩,SSI_high,0
伊勢志摩,SSI_low,1
休,SSI_high,1
休,SSI_low,3
休み,SSI_high,3
休み,SSI_low,4
休み明け,SSI_high,1
休み明け,SSI_low,0
休日,SSI_high,3
休日,SSI_low,2
休日出勤,SSI_high,0
休日出勤,SSI_low,1
休暇,SSI_high,2
休暇,SSI_low,2
休養,SSI_high,1
休養,SSI_low,0
会,SSI_high,10
会,SSI_low,7
会い,SSI_high,0
会い,SSI_low,2
会社,SSI_high,5
会社,SSI_low,7
会話,SSI_high,4
会話,SSI_low,3
会議,SSI_high,4
会議,SSI_low,13
会食,SSI_high,7
会食,SSI_low,7
伝達,SSI_high,0
伝達,SSI_low,1
佐世保,SSI_high,1
佐世保,SSI_low,0
体,SSI_high,0
体,SSI_low,1
体制,SSI_high,1
体制,SSI_low,1
体力,SSI_high,0
体力,SSI_low,1
体力的,SSI_high,0
体力的,SSI_low,1
体調,SSI_high,3
体調,SSI_low,7
体調不良,SSI_high,0
体調不良,SSI_low,5
体調管理,SSI_high,1
体調管理,SSI_low,1
体重,SSI_high,0
体重,SSI_low,3
体験,SSI_high,0
体験,SSI_low,1
何,SSI_high,6
何,SSI_low,16
何かしら,SSI_high,2
何かしら,SSI_low,2
何事,SSI_high,1
何事,SSI_low,1
何人,SSI_high,1
何人,SSI_low,0
何度,SSI_high,0
何度,SSI_low,2
余裕,SSI_high,0
余裕,SSI_low,3
余計,SSI_high,0
余計,SSI_low,1
余韻,SSI_high,1
余韻,SSI_low,1
作り,SSI_high,1
作り,SSI_low,2
作り方,SSI_high,0
作り方,SSI_low,1
作動,SSI_high,0
作動,SSI_low,1
作成,SSI_high,2
作成,SSI_low,7
作戦,SSI_high,0
作戦,SSI_low,1
作業,SSI_high,6
作業,SSI_low,10
作業時間,SSI_high,1
作業時間,SSI_low,0
使い方,SSI_high,0
使い方,SSI_low,2
使用,SSI_high,0
使用,SSI_low,1
侍,SSI_high,0
侍,SSI_low,2
依存,SSI_high,0
依存,SSI_low,1
依頼,SSI_high,0
依頼,SSI_low,3
価値観,SSI_high,0
価値観,SSI_low,2
便利,SSI_high,1
便利,SSI_low,1
保育園,SSI_high,0
保育園,SSI_low,1
保険制度,SSI_high,1
保険制度,SSI_low,0
信和,SSI_high,0
信和,SSI_low,2
修復,SSI_high,0
修復,SSI_low,1
修正,SSI_high,1
修正,SSI_low,3
俺,SSI_high,0
俺,SSI_low,1
倉,SSI_high,1
倉,SSI_low,0
個人,SSI_high,0
個人,SSI_low,1
個人的,SSI_high,0
個人的,SSI_low,1
値,SSI_high,1
値,SSI_low,0
健,SSI_high,0
健,SSI_low,1
健康,SSI_high,0
健康,SSI_low,1
健康診断,SSI_high,2
健康診断,SSI_low,5
傾向,SSI_high,1
傾向,SSI_low,0
僕,SSI_high,2
僕,SSI_low,2
億,SSI_high,0
億,SSI_low,1
優しい,SSI_high,1
優しい,SSI_low,0
優位,SSI_high,1
優位,SSI_low,0
優先順位,SSI_high,1
優先順位,SSI_low,0
元,SSI_high,1
元,SSI_low,1
元気,SSI_high,2
元気,SSI_low,1
充実,SSI_high,3
充実,SSI_low,2
充実感,SSI_high,1
充実感,SSI_low,0
兆候,SSI_high,1
兆候,SSI_low,0
先,SSI_high,14
先,SSI_low,73
先行,SSI_high,1
先行,SSI_low,0
先輩,SSI_high,3
先輩,SSI_low,0
先送り,SSI_high,1
先送り,SSI_low,0
先週,SSI_high,1
先週,SSI_low,1
光,SSI_high,0
光,SSI_low,1
光栄,SSI_high,1
光栄,SSI_low,0
入れ替え,SSI_high,1
入れ替え,SSI_low,0
入力,SSI_high,2
入力,SSI_low,1
入国,SSI_high,1
入国,SSI_low,0
入浴,SSI_high,0
入浴,SSI_low,1
入院,SSI_high,1
入院,SSI_low,0
全く,SSI_high,0
全く,SSI_low,3
全て,SSI_high,1
全て,SSI_low,0
全体,SSI_high,0
全体,SSI_low,1
全力,SSI_high,0
全力,SSI_low,1
全員,SSI_high,1
全員,SSI_low,0
全般,SSI_high,1
全般,SSI_low,0
全部,SSI_high,1
全部,SSI_low,0
八幡,SSI_high,0
八幡,SSI_low,1
八木,SSI_high,1
八木,SSI_low,0
共同,SSI_high,0
共同,SSI_low,1
共有,SSI_high,1
共有,SSI_low,3
具合,SSI_high,1
具合,SSI_low,0
典型,SSI_high,0
典型,SSI_low,1
内,SSI_high,0
内,SSI_low,1
内容,SSI_high,2
内容,SSI_low,6
内示,SSI_high,1
内示,SSI_low,0
円安,SSI_high,1
円安,SSI_low,0
円滑,SSI_high,0
円滑,SSI_low,1
再会,SSI_high,3
再会,SSI_low,1
再配分,SSI_high,0
再配分,SSI_low,1
冬,SSI_high,0
冬,SSI_low,2
冷たい,SSI_high,0
冷たい,SSI_low,1
冷静,SSI_high,0
冷静,SSI_low,1
凋落,SSI_high,1
凋落,SSI_low,0
処理,SSI_high,1
処理,SSI_low,2
出して,SSI_high,0
出して,SSI_low,1
出て,SSI_high,0
出て,SSI_low,1
出勤,SSI_high,2
出勤,SSI_low,0
出原,SSI_high,1
出原,SSI_low,0
出席,SSI_high,1
出席,SSI_low,3
出席者,SSI_high,0
出席者,SSI_low,1
出張,SSI_high,4
出張,SSI_low,6
出張先,SSI_high,2
出張先,SSI_low,0
出社,SSI_high,4
出社,SSI_low,10
出稿,SSI_high,0
出稿,SSI_low,1
分,SSI_high,1
分,SSI_low,2
切り上げ,SSI_high,0
切り上げ,SSI_low,1
切り替え,SSI_high,0
切り替え,SSI_low,1
列,SSI_high,0
列,SSI_low,1
初,SSI_high,0
初,SSI_low,1
初回,SSI_high,0
初回,SSI_low,1
初日,SSI_high,0
初日,SSI_low,2
初秋,SSI_high,0
初秋,SSI_low,1
判定,SSI_high,1
判定,SSI_low,1
別件,SSI_high,1
別件,SSI_low,0
利益,SSI_high,1
利益,SSI_low,0
制作,SSI_high,0
制作,SSI_low,6
制作進行,SSI_high,0
制作進行,SSI_low,1
制限,SSI_high,0
制限,SSI_low,1
刺激,SSI_high,0
刺激,SSI_low,4
刺激的,SSI_high,0
刺激的,SSI_low,2
前,SSI_high,2
前,SSI_low,10
前々回,SSI_high,0
前々回,SSI_low,1
前半,SSI_high,0
前半,SSI_low,1
前向き,SSI_high,1
前向き,SSI_low,3
前回,SSI_high,0
前回,SSI_low,1
前夜,SSI_high,1
前夜,SSI_low,0
前夜祭,SSI_high,0
前夜祭,SSI_low,1
前川,SSI_high,0
前川,SSI_low,2
前年,SSI_high,1
前年,SSI_low,0
前提,SSI_high,0
前提,SSI_low,1
前日,SSI_high,0
前日,SSI_low,3
前田,SSI_high,0
前田,SSI_low,1
前髪,SSI_high,0
前髪,SSI_low,1
剤,SSI_high,0
剤,SSI_low,1
副業,SSI_high,0
副業,SSI_low,1
割,SSI_high,1
割,SSI_low,1
創設,SSI_high,1
創設,SSI_low,0
劇的,SSI_high,0
劇的,SSI_low,1
力,SSI_high,0
力,SSI_low,3
助け,SSI_high,0
助け,SSI_low,1
効果,SSI_high,1
効果,SSI_low,1
効率,SSI_high,0
効率,SSI_low,2
効率的,SSI_high,0
効率的,SSI_low,1
勉強,SSI_high,2
勉強,SSI_low,1
動き,SSI_high,0
動き,SSI_low,1
動機,SSI_high,0
動機,SSI_low,1
動画,SSI_high,1
動画,SSI_low,4
勘弁,SSI_high,0
勘弁,SSI_low,1
勝利,SSI_high,2
勝利,SSI_low,0
勤務,SSI_high,2
勤務,SSI_low,4
勿体なく,SSI_high,1
勿体なく,SSI_low,0
匂い,SSI_high,0
匂い,SSI_low,1
化,SSI_high,1
化,SSI_low,4
北方,SSI_high,0
北方,SSI_low,1
北陸,SSI_high,0
北陸,SSI_low,1
午前,SSI_high,0
午前,SSI_low,1
午前中,SSI_high,0
午前中,SSI_low,2
午後,SSI_high,4
午後,SSI_low,7
半,SSI_high,0
半,SSI_low,4
半分,SSI_high,0
半分,SSI_low,1
半日,SSI_high,0
半日,SSI_low,1
半期,SSI_high,1
半期,SSI_low,2
卒業祝い,SSI_high,1
卒業祝い,SSI_low,0
協力,SSI_high,0
協力,SSI_low,2
協力会社,SSI_high,0
協力会社,SSI_low,2
協議,SSI_high,0
協議,SSI_low,2
博報堂,SSI_high,1
博報堂,SSI_low,2
博多,SSI_high,0
博多,SSI_low,2
博覧会,SSI_high,0
博覧会,SSI_low,1
印象,SSI_high,1
印象,SSI_low,1
即決,SSI_high,1
即決,SSI_low,0
厄介,SSI_high,0
厄介,SSI_low,1
原料,SSI_high,1
原料,SSI_low,0
厳しい,SSI_high,2
厳しい,SSI_low,0
厳冬,SSI_high,1
厳冬,SSI_low,0
去年,SSI_high,1
去年,SSI_low,0
参加,SSI_high,3
参加,SSI_low,37
参加者,SSI_high,0
参加者,SSI_low,1
参考,SSI_high,1
参考,SSI_low,0
友達,SSI_high,1
友達,SSI_low,0
反応,SSI_high,0
反応,SSI_low,3
反映,SSI_high,1
反映,SSI_low,0
反省,SSI_high,0
反省,SSI_low,2
収益,SSI_high,0
収益,SSI_low,1
取り組み,SSI_high,0
取り組み,SSI_low,1
取得,SSI_high,1
取得,SSI_low,0
取扱,SSI_high,0
取扱,SSI_low,1
受けて,SSI_high,2
受けて,SSI_low,1
受け入れ,SSI_high,1
受け入れ,SSI_low,1
受診,SSI_high,0
受診,SSI_low,2
受賞,SSI_high,1
受賞,SSI_low,0
口,SSI_high,0
口,SSI_low,1
古い,SSI_high,1
古い,SSI_low,0
古庄,SSI_high,0
古庄,SSI_low,1
可哀そう,SSI_high,0
可哀そう,SSI_low,1
可愛い,SSI_high,1
可愛い,SSI_low,0
可笑し,SSI_high,0
可笑し,SSI_low,1
可笑しかっ,SSI_high,0
可笑しかっ,SSI_low,1
可能,SSI_high,0
可能,SSI_low,1
台風,SSI_high,0
台風,SSI_low,11
台風一過,SSI_high,1
台風一過,SSI_low,1
号,SSI_high,1
号,SSI_low,0
各位,SSI_high,0
各位,SSI_low,1
各種,SSI_high,0
各種,SSI_low,1
合い,SSI_high,0
合い,SSI_low,1
合意形成,SSI_high,0
合意形成,SSI_low,1
合格,SSI_high,1
合格,SSI_low,0
合流,SSI_high,0
合流,SSI_low,1
合間,SSI_high,1
合間,SSI_low,0
吉田,SSI_high,0
吉田,SSI_low,1
吉田秀雄,SSI_high,1
吉田秀雄,SSI_low,0
同い年,SSI_high,0
同い年,SSI_low,1
同僚,SSI_high,2
同僚,SSI_low,2
同席,SSI_high,1
同席,SSI_low,0
同時,SSI_high,0
同時,SSI_low,1
同期,SSI_high,2
同期,SSI_low,0
同様,SSI_high,0
同様,SSI_low,2
同級生,SSI_high,1
同級生,SSI_low,0
名,SSI_high,3
名,SSI_low,0
向かい風,SSI_high,0
向かい風,SSI_low,1
向け,SSI_high,0
向け,SSI_low,1
君,SSI_high,2
君,SSI_low,0
否定,SSI_high,0
否定,SSI_low,1
呑気,SSI_high,0
呑気,SSI_low,1
周,SSI_high,0
周,SSI_low,1
周り,SSI_high,1
周り,SSI_low,3
周囲,SSI_high,1
周囲,SSI_low,0
味噌汁,SSI_high,0
味噌汁,SSI_low,1
命,SSI_high,1
命,SSI_low,1
和やか,SSI_high,0
和やか,SSI_low,2
員,SSI_high,3
員,SSI_low,4
商品,SSI_high,0
商品,SSI_low,3
問題,SSI_high,2
問題,SSI_low,3
営業,SSI_high,2
営業,SSI_low,4
器,SSI_high,0
器,SSI_low,1
四半期,SSI_high,1
四半期,SSI_low,0
回,SSI_high,1
回,SSI_low,0
回復,SSI_high,2
回復,SSI_low,1
回復力,SSI_high,0
回復力,SSI_low,1
団結,SSI_high,1
団結,SSI_low,0
固執,SSI_high,0
固執,SSI_low,1
土日,SSI_high,1
土日,SSI_low,3
土曜日,SSI_high,0
土曜日,SSI_low,1
圧倒的,SSI_high,1
圧倒的,SSI_low,0
圧迫,SSI_high,1
圧迫,SSI_low,0
在宅,SSI_high,0
在宅,SSI_low,4
在来線,SSI_high,0
在来線,SSI_low,1
地元,SSI_high,1
地元,SSI_low,0
地味,SSI_high,1
地味,SSI_low,0
地域,SSI_high,0
地域,SSI_low,2
地方,SSI_high,1
地方,SSI_low,0
型,SSI_high,1
型,SSI_low,0
基本的,SSI_high,1
基本的,SSI_low,0
基準値,SSI_high,1
基準値,SSI_low,0
基点,SSI_high,0
基点,SSI_low,1
基盤,SSI_high,1
基盤,SSI_low,0
堀越,SSI_high,1
堀越,SSI_low,0
報告,SSI_high,3
報告,SSI_low,1
報道,SSI_high,0
報道,SSI_low,1
場合,SSI_high,0
場合,SSI_low,1
場所,SSI_high,1
場所,SSI_low,1
声,SSI_high,1
声,SSI_low,0
壱,SSI_high,1
壱,SSI_low,0
売上,SSI_high,0
売上,SSI_low,1
変,SSI_high,0
変,SSI_low,2
変わり目,SSI_high,0
変わり目,SSI_low,1
変化,SSI_high,1
変化,SSI_low,4
変革,SSI_high,1
変革,SSI_low,0
夏模様,SSI_high,0
夏模様,SSI_low,1
夕方,SSI_high,3
夕方,SSI_low,3
夕食,SSI_high,1
夕食,SSI_low,0
夕飯,SSI_high,1
夕飯,SSI_low,1
外,SSI_high,1
外,SSI_low,2
外出,SSI_high,1
外出,SSI_low,2
外部,SSI_high,0
外部,SSI_low,2
外食,SSI_high,1
外食,SSI_low,0
多,SSI_high,1
多,SSI_low,4
多い,SSI_high,6
多い,SSI_low,5
多かっ,SSI_high,1
多かっ,SSI_low,0
多く,SSI_high,2
多く,SSI_low,3
多め,SSI_high,1
多め,SSI_low,0
多方面,SSI_high,0
多方面,SSI_low,1
夜,SSI_high,13
夜,SSI_low,15
夜中,SSI_high,0
夜中,SSI_low,1
夜風,SSI_high,0
夜風,SSI_low,1
夢,SSI_high,1
夢,SSI_low,1
大,SSI_high,0
大,SSI_low,1
大きい,SSI_high,1
大きい,SSI_low,0
大きく,SSI_high,0
大きく,SSI_low,2
大げさ,SSI_high,0
大げさ,SSI_low,1
大丈夫,SSI_high,0
大丈夫,SSI_low,2
大事,SSI_high,1
大事,SSI_low,11
大会,SSI_high,1
大会,SSI_low,0
大分,SSI_high,0
大分,SSI_low,1
大切,SSI_high,0
大切,SSI_low,4
大勢,SSI_high,0
大勢,SSI_low,1
大変,SSI_high,7
大変,SSI_low,7
大好き,SSI_high,1
大好き,SSI_low,1
大学,SSI_high,0
大学,SSI_low,1
大差,SSI_high,0
大差,SSI_low,1
大幅,SSI_high,0
大幅,SSI_low,1
大広,SSI_high,1
大広,SSI_low,0
大明,SSI_high,0
大明,SSI_low,3
大津屋,SSI_high,0
大津屋,SSI_low,1
大阪,SSI_high,2
大阪,SSI_low,2
大阪ガス,SSI_high,0
大阪ガス,SSI_low,1
大阪メトロ,SSI_high,1
大阪メトロ,SSI_low,0
大雨,SSI_high,0
大雨,SSI_low,3
天気,SSI_high,4
天気,SSI_low,6
天気図,SSI_high,0
天気図,SSI_low,1
天王寺,SSI_high,1
天王寺,SSI_low,0
太郎,SSI_high,0
太郎,SSI_low,1
失敗,SSI_high,1
失敗,SSI_low,0
失格,SSI_high,0
失格,SSI_low,1
失礼,SSI_high,1
失礼,SSI_low,0
奇妙,SSI_high,0
奇妙,SSI_low,1
契機,SSI_high,0
契機,SSI_low,1
奥村,SSI_high,1
奥村,SSI_low,1
女子,SSI_high,1
女子,SSI_low,0
好き,SSI_high,2
好き,SSI_low,0
好きだ。,SSI_high,1
好きだ。,SSI_low,1
好み,SSI_high,0
好み,SSI_low,1
妻,SSI_high,4
妻,SSI_low,4
姉妹,SSI_high,0
姉妹,SSI_low,1
始まり,SSI_high,0
始まり,SSI_low,1
姪っ子,SSI_high,2
姪っ子,SSI_low,0
姿勢,SSI_high,0
姿勢,SSI_low,1
威圧的,SSI_high,0
威圧的,SSI_low,1
娘,SSI_high,0
娘,SSI_low,3
媒体,SSI_high,1
媒体,SSI_low,2
嫌,SSI_high,1
嫌,SSI_low,4
嫌い,SSI_high,1
嫌い,SSI_low,1
嫌いや,SSI_high,1
嫌いや,SSI_low,0
嫌がらせ,SSI_high,0
嫌がらせ,SSI_low,1
嬉しい,SSI_high,1
嬉しい,SSI_low,1
嬉しかっ,SSI_high,1
嬉しかっ,SSI_low,2
子,SSI_high,1
子,SSI_low,1
子ども,SSI_high,2
子ども,SSI_low,2
